;Unnamed: 0.1;Unnamed: 0;Tweets;step01;tokens;final_tokens;step02;finalText_str;ProcessedText
90;90;90.0;"#Healthies, dalam satu tahun berapa kali kamu melakukan cek kesehatan? 

Dan kenapa sih cek kesehatan itu penting?… https://t.co/88GwWVFGbO";dalam satu tahun berapa kali kamu melakukan cek kesehatan dan kenapa sih cek kesehatan itu penting cogwwvfgbo;['dalam', 'satu', 'tahun', 'berapa', 'kali', 'kamu', 'melakukan', 'cek', 'kesehatan', 'dan', 'kenapa', 'sih', 'cek', 'kesehatan', 'itu', 'penting', 'cogwwvfgbo'];['dalam', 'satu', 'tahun', 'berapa', 'kali', 'kamu', 'melakukan', 'cek', 'kesehatan', 'dan', 'kenapa', 'sih', 'cek', 'kesehatan', 'itu', 'penting', 'cogwwvfgbo'];dalam satu tahun berapa kali kamu melakukan cek kesehatan dan kenapa sih cek kesehatan itu penting cogwwvfgbo;dalam satu tahun berapa kali kamu melakukan cek kesehatan dan kenapa sih cek kesehatan itu penting cogwwvfgbo;satu tahun berapa kali kamu laku cek sehat kenapa cek sehat penting cogwwvfgbo
91;91;91.0;"#RilisSehat

Masuk Peralihan Musim, Kemenkes Minta Dinkes Waspadai Lonjakan DBD @KemenkesRI… https://t.co/4eWjd5F39m";masuk peralihan musim kemenkes minta dinkes waspadai lonjakan dbd kemenkesri coewjdfm;['masuk', 'peralihan', 'musim', 'kemenkes', 'minta', 'dinkes', 'waspadai', 'lonjakan', 'dbd', 'kemenkesri', 'coewjdfm'];['masuk', 'peralihan', 'musim', 'kemenkes', 'minta', 'dinkes', 'waspadai', 'lonjakan', 'dbd', 'kemenkesri', 'coewjdfm'];masuk peralihan musim kemenkes minta dinkes waspadai lonjakan dbd kemenkesri coewjdfm;masuk peralihan musim kemenkes minta dinkes waspadai lonjakan dbd kemenkesri coewjdfm;masuk alih musim kemenkes minta dinkes waspada lonjak dbd kemenkesri coewjdfm
92;92;92.0;Hal ini untuk memastikan kesiapan sistem kesehatan global dalam menghadapi ancaman kesehatan saat ini dan di masa y… https://t.co/iUhFyDaHAr;hal ini untuk memastikan kesiapan sistem kesehatan global dalam menghadapi ancaman kesehatan saat ini dan di masa coiuhfydahar;['hal', 'ini', 'untuk', 'memastikan', 'kesiapan', 'sistem', 'kesehatan', 'global', 'dalam', 'menghadapi', 'ancaman', 'kesehatan', 'saat', 'ini', 'dan', 'di', 'masa', 'coiuhfydahar'];['hal', 'ini', 'untuk', 'memastikan', 'kesiapan', 'sistem', 'kesehatan', 'global', 'dalam', 'menghadapi', 'ancaman', 'kesehatan', 'saat', 'ini', 'dan', 'di', 'masa', 'coiuhfydahar'];hal ini untuk memastikan kesiapan sistem kesehatan global dalam menghadapi ancaman kesehatan saat ini dan di masa coiuhfydahar;hal ini untuk memastikan kesiapan sistem kesehatan global dalam menghadapi ancaman kesehatan saat ini dan di masa coiuhfydahar;ini pasti kesiap sistem sehat global hadap ancam sehat ini di masa coiuhfydahar
93;93;93.0;Indonesia melalui Presidensi G20 mendorong negara anggota G20 memperkuat arsitektur kesehatan global melalui pengua… https://t.co/4BmesbxNnj;indonesia melalui presidensi g mendorong negara anggota g memperkuat arsitektur kesehatan global melalui pengua cobmesb;['indonesia', 'melalui', 'presidensi', 'g', 'mendorong', 'negara', 'anggota', 'g', 'memperkuat', 'arsitektur', 'kesehatan', 'global', 'melalui', 'pengua', 'cobmesb'];['indonesia', 'melalui', 'presidensi', 'g', 'mendorong', 'negara', 'anggota', 'g', 'memperkuat', 'arsitektur', 'kesehatan', 'global', 'melalui', 'pengua', 'cobmesb'];indonesia melalui presidensi g mendorong negara anggota g memperkuat arsitektur kesehatan global melalui pengua cobmesb;indonesia melalui presidensi g mendorong negara anggota g memperkuat arsitektur kesehatan global melalui pengua cobmesb;indonesia lalu presidensi g dorong negara anggota g kuat arsitektur sehat global lalu pengua cobmesb
94;94;94.0;Karena perbedaan kapasitas dan akses terhadap VTD akan berdampak pada kapasitas respons terhadap masalah kesehatan… https://t.co/0r6z6B7C4U;karena perbedaan kapasitas dan akses terhadap vtd akan berdampak pada kapasitas respons terhadap masalah kesehatan corzbcu;['karena', 'perbedaan', 'kapasitas', 'dan', 'akses', 'terhadap', 'vtd', 'akan', 'berdampak', 'pada', 'kapasitas', 'respons', 'terhadap', 'masalah', 'kesehatan', 'corzbcu'];['karena', 'perbedaan', 'kapasitas', 'dan', 'akses', 'terhadap', 'vtd', 'akan', 'berdampak', 'pada', 'kapasitas', 'respons', 'terhadap', 'masalah', 'kesehatan', 'corzbcu'];karena perbedaan kapasitas dan akses terhadap vtd akan berdampak pada kapasitas respons terhadap masalah kesehatan corzbcu;karena perbedaan kapasitas dan akses terhadap vtd akan berdampak pada kapasitas respons terhadap masalah kesehatan corzbcu;beda kapasitas akses vtd dampak kapasitas respons masalah sehat corzbcu
95;95;95.0;Di forum tersebut, Menkes menyampaikan bahwa setiap negara, terlepas dari status ekonomi dan geografisnya, harus me… https://t.co/NlAgRhDU7G;di forum tersebut menkes menyampaikan bahwa setiap negara terlepas dari status ekonomi dan geografisnya harus me conlagrhdug;['di', 'forum', 'tersebut', 'menkes', 'menyampaikan', 'bahwa', 'setiap', 'negara', 'terlepas', 'dari', 'status', 'ekonomi', 'dan', 'geografisnya', 'harus', 'me', 'conlagrhdug'];['di', 'forum', 'tersebut', 'menkes', 'menyampaikan', 'bahwa', 'setiap', 'negara', 'terlepas', 'dari', 'status', 'ekonomi', 'dan', 'geografisnya', 'harus', 'me', 'conlagrhdug'];di forum tersebut menkes menyampaikan bahwa setiap negara terlepas dari status ekonomi dan geografisnya harus me conlagrhdug;di forum tersebut menkes menyampaikan bahwa setiap negara terlepas dari status ekonomi dan geografisnya harus me conlagrhdug;forum sebut menkes sampai tiap negara lepas status ekonomi geografis me conlagrhdug
96;96;96.0;#Healthies, Menteri Kesehatan RI, @BudiGSadikin hadir dalam World Economic Forum yang digelar di New York, Amerika… https://t.co/lKnWfFMaAo;menteri kesehatan ri budigsadikin hadir dalam world economic forum yang digelar di new york amerika colknwffmaao;['menteri', 'kesehatan', 'ri', 'budigsadikin', 'hadir', 'dalam', 'world', 'economic', 'forum', 'yang', 'digelar', 'di', 'new', 'york', 'amerika', 'colknwffmaao'];['menteri', 'kesehatan', 'ri', 'budigsadikin', 'hadir', 'dalam', 'world', 'economic', 'forum', 'yang', 'digelar', 'di', 'new', 'york', 'amerika', 'colknwffmaao'];menteri kesehatan ri budigsadikin hadir dalam world economic forum yang digelar di new york amerika colknwffmaao;menteri kesehatan ri budigsadikin hadir dalam world economic forum yang digelar di new york amerika colknwffmaao;menteri sehat ri budigsadikin hadir world economic forum gelar new york amerika colknwffmaao
97;97;97.0;"#RilisSehat

Penguatan Industri Kesehatan Domestik Jadi Basis Arsitektur Kesehatan Global @KemenkesRI… https://t.co/0kmZSKBHt6";penguatan industri kesehatan domestik jadi basis arsitektur kesehatan global kemenkesri cokmzskbht;['penguatan', 'industri', 'kesehatan', 'domestik', 'jadi', 'basis', 'arsitektur', 'kesehatan', 'global', 'kemenkesri', 'cokmzskbht'];['penguatan', 'industri', 'kesehatan', 'domestik', 'jadi', 'basis', 'arsitektur', 'kesehatan', 'global', 'kemenkesri', 'cokmzskbht'];penguatan industri kesehatan domestik jadi basis arsitektur kesehatan global kemenkesri cokmzskbht;penguatan industri kesehatan domestik jadi basis arsitektur kesehatan global kemenkesri cokmzskbht;kuat industri sehat domestik jadi basis arsitektur sehat global kemenkesri cokmzskbht
98;98;98.0;Sinergi, kolaborasi dan komitmen seluruh negara di dunia diharapkan bisa memperkuat sistem kesehatan global saat in… https://t.co/z88Wg2wLOM;sinergi kolaborasi dan komitmen seluruh negara di dunia diharapkan bisa memperkuat sistem kesehatan global saat in cozwgwlom;['sinergi', 'kolaborasi', 'dan', 'komitmen', 'seluruh', 'negara', 'di', 'dunia', 'diharapkan', 'bisa', 'memperkuat', 'sistem', 'kesehatan', 'global', 'saat', 'in', 'cozwgwlom'];['sinergi', 'kolaborasi', 'dan', 'komitmen', 'seluruh', 'negara', 'di', 'dunia', 'diharapkan', 'bisa', 'memperkuat', 'sistem', 'kesehatan', 'global', 'saat', 'in', 'cozwgwlom'];sinergi kolaborasi dan komitmen seluruh negara di dunia diharapkan bisa memperkuat sistem kesehatan global saat in cozwgwlom;sinergi kolaborasi dan komitmen seluruh negara di dunia diharapkan bisa memperkuat sistem kesehatan global saat in cozwgwlom;sinergi kolaborasi komitmen seluruh negara dunia harap kuat sistem sehat global in cozwgwlom
99;99;99.0;Tak hanya Indonesia, 48 negara dan lebih dari 25 sektor swasta juga ikut berkontribusi dalam replenishment Global F… https://t.co/JSCxIyPMRt;tak hanya indonesia   negara dan lebih dari   sektor swasta juga ikut berkontribusi dalam replenishment global cojsc;['tak', 'hanya', 'indonesia', 'negara', 'dan', 'lebih', 'dari', 'sektor', 'swasta', 'juga', 'ikut', 'berkontribusi', 'dalam', 'replenishment', 'global', 'cojsc'];['tak', 'hanya', 'indonesia', 'negara', 'dan', 'lebih', 'dari', 'sektor', 'swasta', 'juga', 'ikut', 'berkontribusi', 'dalam', 'replenishment', 'global', 'cojsc'];tak hanya indonesia negara dan lebih dari sektor swasta juga ikut berkontribusi dalam replenishment global cojsc;tak hanya indonesia negara dan lebih dari sektor swasta juga ikut berkontribusi dalam replenishment global cojsc;tak indonesia negara lebih sektor swasta ikut kontribusi replenishment global cojsc
100;100;100.0;Dengan demikian, total komitmen yang disalurkan Indonesia untuk membantu penyiapan pendanaan yang memadai untuk men… https://t.co/aA6LcKxDAY;dengan demikian total komitmen yang disalurkan indonesia untuk membantu penyiapan pendanaan yang memadai untuk men coaalck;['dengan', 'demikian', 'total', 'komitmen', 'yang', 'disalurkan', 'indonesia', 'untuk', 'membantu', 'penyiapan', 'pendanaan', 'yang', 'memadai', 'untuk', 'men', 'coaalck'];['dengan', 'demikian', 'total', 'komitmen', 'yang', 'disalurkan', 'indonesia', 'untuk', 'membantu', 'penyiapan', 'pendanaan', 'yang', 'memadai', 'untuk', 'men', 'coaalck'];dengan demikian total komitmen yang disalurkan indonesia untuk membantu penyiapan pendanaan yang memadai untuk men coaalck;dengan demikian total komitmen yang disalurkan indonesia untuk membantu penyiapan pendanaan yang memadai untuk men coaalck;demikian total komitmen salur indonesia bantu siap dana pada men coaalck
101;101;101.0;Total yang komitmen yang diberikan pemerintah sebesar US$ 10 juta yang berasal dari Anggaran Pendapatan Belanja Neg… https://t.co/XhME5SDQFX;total yang komitmen yang diberikan pemerintah sebesar us   juta yang berasal dari anggaran pendapatan belanja neg co;['total', 'yang', 'komitmen', 'yang', 'diberikan', 'pemerintah', 'sebesar', 'us', 'juta', 'yang', 'berasal', 'dari', 'anggaran', 'pendapatan', 'belanja', 'neg', 'co'];['total', 'yang', 'komitmen', 'yang', 'diberikan', 'pemerintah', 'sebesar', 'us', 'juta', 'yang', 'berasal', 'dari', 'anggaran', 'pendapatan', 'belanja', 'neg', 'co'];total yang komitmen yang diberikan pemerintah sebesar us juta yang berasal dari anggaran pendapatan belanja neg co;total yang komitmen yang diberikan pemerintah sebesar us juta yang berasal dari anggaran pendapatan belanja neg co;total komitmen beri perintah besar us juta asal anggar dapat belanja neg co
102;102;102.0;"Dari Indonesia untuk Kesehatan Dunia

Pemerintah Indonesia secara konkret ikut berkontribusi dalam program replenis… https://t.co/aDuQPR91Rf";dari indonesia untuk kesehatan dunia pemerintah indonesia secara konkret ikut berkontribusi dalam program replenis coaduqprrf;['dari', 'indonesia', 'untuk', 'kesehatan', 'dunia', 'pemerintah', 'indonesia', 'secara', 'konkret', 'ikut', 'berkontribusi', 'dalam', 'program', 'replenis', 'coaduqprrf'];['dari', 'indonesia', 'untuk', 'kesehatan', 'dunia', 'pemerintah', 'indonesia', 'secara', 'konkret', 'ikut', 'berkontribusi', 'dalam', 'program', 'replenis', 'coaduqprrf'];dari indonesia untuk kesehatan dunia pemerintah indonesia secara konkret ikut berkontribusi dalam program replenis coaduqprrf;dari indonesia untuk kesehatan dunia pemerintah indonesia secara konkret ikut berkontribusi dalam program replenis coaduqprrf;indonesia sehat dunia perintah indonesia konkret ikut kontribusi program replenis coaduqprrf
103;103;103.0;"Update Situasi Terkini Perkembangan #COVID19 di Indonesia (23/9)
 
#LawanCovid19 #jagajarak #dirumahaja… https://t.co/x4ML8IoJpE";update situasi terkini perkembangan di indonesia   co;['update', 'situasi', 'terkini', 'perkembangan', 'di', 'indonesia', 'co'];['update', 'situasi', 'terkini', 'perkembangan', 'di', 'indonesia', 'co'];update situasi terkini perkembangan di indonesia co;update situasi terkini perkembangan di indonesia co;update situasi kini kembang indonesia co
104;104;104.0;"Atas capaian ini, @KemenkesRI menerima penghargaan Opini Wajar Tanpa Pengecualian (WTP) 10 kali berturut-turut.

Ke… https://t.co/7tEAEus41c";atas capaian ini kemenkesri menerima penghargaan opini wajar tanpa pengecualian wtp   kali berturut turut ke coteaeusc;['atas', 'capaian', 'ini', 'kemenkesri', 'menerima', 'penghargaan', 'opini', 'wajar', 'tanpa', 'pengecualian', 'wtp', 'kali', 'berturut', 'turut', 'ke', 'coteaeusc'];['atas', 'capaian', 'ini', 'kemenkesri', 'menerima', 'penghargaan', 'opini', 'wajar', 'tanpa', 'pengecualian', 'wtp', 'kali', 'berturut', 'turut', 'ke', 'coteaeusc'];atas capaian ini kemenkesri menerima penghargaan opini wajar tanpa pengecualian wtp kali berturut turut ke coteaeusc;atas capaian ini kemenkesri menerima penghargaan opini wajar tanpa pengecualian wtp kali berturut turut ke coteaeusc;atas capai kemenkesri terima harga opini wajar kecuali wtp kali turut turut coteaeusc
105;105;105.0;Di tengah situasi pandemi COVID-19 yang terus berubah yang mendorong penyesuaian respons dan penggunaan anggaran, k… https://t.co/TwEUVelU4O;di tengah situasi pandemi covid   yang terus berubah yang mendorong penyesuaian respons dan penggunaan anggaran cotweuveluo;['di', 'tengah', 'situasi', 'pandemi', 'covid', 'yang', 'terus', 'berubah', 'yang', 'mendorong', 'penyesuaian', 'respons', 'dan', 'penggunaan', 'anggaran', 'cotweuveluo'];['di', 'tengah', 'situasi', 'pandemi', 'covid', 'yang', 'terus', 'berubah', 'yang', 'mendorong', 'penyesuaian', 'respons', 'dan', 'penggunaan', 'anggaran', 'cotweuveluo'];di tengah situasi pandemi covid yang terus berubah yang mendorong penyesuaian respons dan penggunaan anggaran cotweuveluo;di tengah situasi pandemi covid yang terus berubah yang mendorong penyesuaian respons dan penggunaan anggaran cotweuveluo;tengah situasi pandemi covid terus ubah dorong sesuai respons guna anggar cotweuveluo
106;106;106.0;"Saksikan Talkshow Sehat Wicara ""Siapkah Kita Menuju Endemi COVID-19?"" bersama dr. Mohammad Syahril, Sp.P, MPH selak… https://t.co/ttBjcHrEXh";saksikan talkshow sehat wicara siapkah kita menuju endemi covid   bersama dr mohammad syahril sp mph selak cottbjchre;['saksikan', 'talkshow', 'sehat', 'wicara', 'siapkah', 'kita', 'menuju', 'endemi', 'covid', 'bersama', 'dr', 'mohammad', 'syahril', 'sp', 'mph', 'selak', 'cottbjchre'];['saksikan', 'talkshow', 'sehat', 'wicara', 'siapkah', 'kita', 'menuju', 'endemi', 'covid', 'bersama', 'dr', 'mohammad', 'syahril', 'sp', 'mph', 'selak', 'cottbjchre'];saksikan talkshow sehat wicara siapkah kita menuju endemi covid bersama dr mohammad syahril sp mph selak cottbjchre;saksikan talkshow sehat wicara siapkah kita menuju endemi covid bersama dr mohammad syahril sp mph selak cottbjchre;saksi talkshow sehat wicara siap tuju endemi covid sama dr mohammad syahril sp mph selak cottbjchre
107;107;107.0;Pandemi di Indonesia berangsur-angsur membaik. Ini membuktikan bahwa Indonesia memiliki kesempatan untuk mengakhiri… https://t.co/DqfqA1jqXL;pandemi di indonesia berangsur angsur membaik ini membuktikan bahwa indonesia memiliki kesempatan untuk mengakhiri codqfqajq;['pandemi', 'di', 'indonesia', 'berangsur', 'angsur', 'membaik', 'ini', 'membuktikan', 'bahwa', 'indonesia', 'memiliki', 'kesempatan', 'untuk', 'mengakhiri', 'codqfqajq'];['pandemi', 'di', 'indonesia', 'berangsur', 'angsur', 'membaik', 'ini', 'membuktikan', 'bahwa', 'indonesia', 'memiliki', 'kesempatan', 'untuk', 'mengakhiri', 'codqfqajq'];pandemi di indonesia berangsur angsur membaik ini membuktikan bahwa indonesia memiliki kesempatan untuk mengakhiri codqfqajq;pandemi di indonesia berangsur angsur membaik ini membuktikan bahwa indonesia memiliki kesempatan untuk mengakhiri codqfqajq;pandemi indonesia angsur angsur baik bukti indonesia milik sempat akhir codqfqajq
108;108;108.0;Oleh karena itu, mari bersama-sama kita menyatukan langkah untuk mewujudkan Indonesia sebagai Poros Maritim Dunia.… https://t.co/84L9mR0KBS;oleh karena itu mari bersama sama kita menyatukan langkah untuk mewujudkan indonesia sebagai poros maritim dunia colmrkbs;['oleh', 'karena', 'itu', 'mari', 'bersama', 'sama', 'kita', 'menyatukan', 'langkah', 'untuk', 'mewujudkan', 'indonesia', 'sebagai', 'poros', 'maritim', 'dunia', 'colmrkbs'];['oleh', 'karena', 'itu', 'mari', 'bersama', 'sama', 'kita', 'menyatukan', 'langkah', 'untuk', 'mewujudkan', 'indonesia', 'sebagai', 'poros', 'maritim', 'dunia', 'colmrkbs'];oleh karena itu mari bersama sama kita menyatukan langkah untuk mewujudkan indonesia sebagai poros maritim dunia colmrkbs;oleh karena itu mari bersama sama kita menyatukan langkah untuk mewujudkan indonesia sebagai poros maritim dunia colmrkbs;karena mari sama sama satu langkah wujud indonesia poros maritim dunia colmrkbs
109;109;109.0;Seperti yang Presiden Soekarno katakan, “Usahakanlah agar kita menjadi bangsa pelaut kembali. Ya, bangsa pelaut dal… https://t.co/C8YFz5yaT7;seperti yang presiden soekarno katakan usahakanlah agar kita menjadi bangsa pelaut kembali ya bangsa pelaut dal cocyfzyat;['seperti', 'yang', 'presiden', 'soekarno', 'katakan', 'usahakanlah', 'agar', 'kita', 'menjadi', 'bangsa', 'pelaut', 'kembali', 'ya', 'bangsa', 'pelaut', 'dal', 'cocyfzyat'];['seperti', 'yang', 'presiden', 'soekarno', 'katakan', 'usahakanlah', 'agar', 'kita', 'menjadi', 'bangsa', 'pelaut', 'kembali', 'ya', 'bangsa', 'pelaut', 'dal', 'cocyfzyat'];seperti yang presiden soekarno katakan usahakanlah agar kita menjadi bangsa pelaut kembali ya bangsa pelaut dal cocyfzyat;seperti yang presiden soekarno katakan usahakanlah agar kita menjadi bangsa pelaut kembali ya bangsa pelaut dal cocyfzyat;yang presiden soekarno kata usaha kita jadi bangsa laut ya bangsa laut dal cocyfzyat
110;110;110.0;"Hai, #Healthies

Selamat Hari Maritim Nasional ke-58 🌊🛳️

Dengan merayakan peringatan HMN menandakan bahwa kita tur… https://t.co/uvajtigESm";hai selamat hari maritim nasional ke   dengan merayakan peringatan hmn menandakan bahwa kita tur couvajtigesm;['hai', 'selamat', 'hari', 'maritim', 'nasional', 'ke', 'dengan', 'merayakan', 'peringatan', 'hmn', 'menandakan', 'bahwa', 'kita', 'tur', 'couvajtigesm'];['hai', 'selamat', 'hari', 'maritim', 'nasional', 'ke', 'dengan', 'merayakan', 'peringatan', 'hmn', 'menandakan', 'bahwa', 'kita', 'tur', 'couvajtigesm'];hai selamat hari maritim nasional ke dengan merayakan peringatan hmn menandakan bahwa kita tur couvajtigesm;hai selamat hari maritim nasional ke dengan merayakan peringatan hmn menandakan bahwa kita tur couvajtigesm;hai selamat hari maritim nasional dengan raya ingat hmn tanda kita tur couvajtigesm
111;111;111.0;"#Healthies, dalam 1 tahun berapa kali kamu melakukan cek kesehatan? 

Dan menurutmu kenapa cek kesehatan itu pentin… https://t.co/T2abZRnBTK";dalam   tahun berapa kali kamu melakukan cek kesehatan dan menurutmu kenapa cek kesehatan itu pentin cotabzrnbtk;['dalam', 'tahun', 'berapa', 'kali', 'kamu', 'melakukan', 'cek', 'kesehatan', 'dan', 'menurutmu', 'kenapa', 'cek', 'kesehatan', 'itu', 'pentin', 'cotabzrnbtk'];['dalam', 'tahun', 'berapa', 'kali', 'kamu', 'melakukan', 'cek', 'kesehatan', 'dan', 'menurutmu', 'kenapa', 'cek', 'kesehatan', 'itu', 'pentin', 'cotabzrnbtk'];dalam tahun berapa kali kamu melakukan cek kesehatan dan menurutmu kenapa cek kesehatan itu pentin cotabzrnbtk;dalam tahun berapa kali kamu melakukan cek kesehatan dan menurutmu kenapa cek kesehatan itu pentin cotabzrnbtk;tahun berapa kali kamu laku cek sehat turut cek sehat pentin cotabzrnbtk
112;112;112.0;"#RilisSehat

Kontribusi Pertama Pemerintah Indonesia dalam Pendanaan Global Fund @KemenkesRI… https://t.co/zr5e9RYSDn";kontribusi pertama pemerintah indonesia dalam pendanaan global fund kemenkesri cozrerysdn;['kontribusi', 'pertama', 'pemerintah', 'indonesia', 'dalam', 'pendanaan', 'global', 'fund', 'kemenkesri', 'cozrerysdn'];['kontribusi', 'pertama', 'pemerintah', 'indonesia', 'dalam', 'pendanaan', 'global', 'fund', 'kemenkesri', 'cozrerysdn'];kontribusi pertama pemerintah indonesia dalam pendanaan global fund kemenkesri cozrerysdn;kontribusi pertama pemerintah indonesia dalam pendanaan global fund kemenkesri cozrerysdn;kontribusi pertama perintah indonesia dana global fund kemenkesri cozrerysdn
113;113;113.0;"Update Situasi Terkini Perkembangan #COVID19 di Indonesia (22/9)
 
#LawanCovid19 #jagajarak #dirumahaja… https://t.co/gXMRhzSqT9";update situasi terkini perkembangan di indonesia   co;['update', 'situasi', 'terkini', 'perkembangan', 'di', 'indonesia', 'co'];['update', 'situasi', 'terkini', 'perkembangan', 'di', 'indonesia', 'co'];update situasi terkini perkembangan di indonesia co;update situasi terkini perkembangan di indonesia co;update situasi kini kembang indonesia co
114;114;114.0;Minggu lalu, Wamenkes Dante Saksono Harbuwono melakukan kunjungan kerja ke Cleveland Clinic, Ohio, Amerika Serikat.… https://t.co/MR8djHoaM3;minggu lalu wamenkes dante saksono harbuwono melakukan kunjungan kerja ke cleveland clinic ohio amerika serikat comrdjhoam;['minggu', 'lalu', 'wamenkes', 'dante', 'saksono', 'harbuwono', 'melakukan', 'kunjungan', 'kerja', 'ke', 'cleveland', 'clinic', 'ohio', 'amerika', 'serikat', 'comrdjhoam'];['minggu', 'lalu', 'wamenkes', 'dante', 'saksono', 'harbuwono', 'melakukan', 'kunjungan', 'kerja', 'ke', 'cleveland', 'clinic', 'ohio', 'amerika', 'serikat', 'comrdjhoam'];minggu lalu wamenkes dante saksono harbuwono melakukan kunjungan kerja ke cleveland clinic ohio amerika serikat comrdjhoam;minggu lalu wamenkes dante saksono harbuwono melakukan kunjungan kerja ke cleveland clinic ohio amerika serikat comrdjhoam;minggu lalu wamenkes dante saksono harbuwono laku kunjung kerja cleveland clinic ohio amerika serikat comrdjhoam
115;115;115.0;"#RilisSehat

Kemenkes Siapkan Fasilitas Kesehatan di Setiap Venue KTT G20 @KemenkesRI 

https://t.co/PWumTQSLOv https://t.co/QaM9NABfrr";kemenkes siapkan fasilitas kesehatan di setiap venue ktt g kemenkesri copwumtqslov coqamnabfrr;['kemenkes', 'siapkan', 'fasilitas', 'kesehatan', 'di', 'setiap', 'venue', 'ktt', 'g', 'kemenkesri', 'copwumtqslov', 'coqamnabfrr'];['kemenkes', 'siapkan', 'fasilitas', 'kesehatan', 'di', 'setiap', 'venue', 'ktt', 'g', 'kemenkesri', 'copwumtqslov', 'coqamnabfrr'];kemenkes siapkan fasilitas kesehatan di setiap venue ktt g kemenkesri copwumtqslov coqamnabfrr;kemenkes siapkan fasilitas kesehatan di setiap venue ktt g kemenkesri copwumtqslov coqamnabfrr;kemenkes siap fasilitas sehat tiap venue ktt g kemenkesri copwumtqslov coqamnabfrr
116;116;116.0;"#RilisSehat

Kemenkes dan Cleveland Clinic Jajaki Kerja Sama Pengembangan Pelayanan Kardiovaskular di Indonesia… https://t.co/ESMeTP0wu8";kemenkes dan cleveland clinic jajaki kerja sama pengembangan pelayanan kardiovaskular di indonesia coesmetpwu;['kemenkes', 'dan', 'cleveland', 'clinic', 'jajaki', 'kerja', 'sama', 'pengembangan', 'pelayanan', 'kardiovaskular', 'di', 'indonesia', 'coesmetpwu'];['kemenkes', 'dan', 'cleveland', 'clinic', 'jajaki', 'kerja', 'sama', 'pengembangan', 'pelayanan', 'kardiovaskular', 'di', 'indonesia', 'coesmetpwu'];kemenkes dan cleveland clinic jajaki kerja sama pengembangan pelayanan kardiovaskular di indonesia coesmetpwu;kemenkes dan cleveland clinic jajaki kerja sama pengembangan pelayanan kardiovaskular di indonesia coesmetpwu;kemenkes cleveland clinic jajak kerja sama kembang layan kardiovaskular indonesia coesmetpwu
117;117;117.0;RT @GlobalFund: Thank you, #Indonesia for becoming a new donor to the @GlobalFund Seventh Replenishment with your first-time pledge of US$1…;globalfund thank you for becoming new donor to the globalfund seventh replenishment with your first time pledge of us;['globalfund', 'thank', 'you', 'for', 'becoming', 'new', 'donor', 'to', 'the', 'globalfund', 'seventh', 'replenishment', 'with', 'your', 'first', 'time', 'pledge', 'of', 'us'];['globalfund', 'thank', 'you', 'for', 'becoming', 'new', 'donor', 'to', 'the', 'globalfund', 'seventh', 'replenishment', 'with', 'your', 'first', 'time', 'pledge', 'of', 'us'];globalfund thank you for becoming new donor to the globalfund seventh replenishment with your first time pledge of us;globalfund thank you for becoming new donor to the globalfund seventh replenishment with your first time pledge of us;globalfund thank you for becoming new donor to the globalfund seventh replenishment with your first time pledge of us
118;118;118.0;#Healthies, Indonesia bersama seluruh negara di dunia kian memperkuat komitmennya dalam mencapai target eliminasi T… https://t.co/ilwHBDJfON;indonesia bersama seluruh negara di dunia kian memperkuat komitmennya dalam mencapai target eliminasi coilwhbdjfon;['indonesia', 'bersama', 'seluruh', 'negara', 'di', 'dunia', 'kian', 'memperkuat', 'komitmennya', 'dalam', 'mencapai', 'target', 'eliminasi', 'coilwhbdjfon'];['indonesia', 'bersama', 'seluruh', 'negara', 'di', 'dunia', 'kian', 'memperkuat', 'komitmennya', 'dalam', 'mencapai', 'target', 'eliminasi', 'coilwhbdjfon'];indonesia bersama seluruh negara di dunia kian memperkuat komitmennya dalam mencapai target eliminasi coilwhbdjfon;indonesia bersama seluruh negara di dunia kian memperkuat komitmennya dalam mencapai target eliminasi coilwhbdjfon;indonesia sama seluruh negara dunia kian kuat komitmen capai target eliminasi coilwhbdjfon
119;119;119.0;"#RilisSehat

Perlu Komitmen Kuat untuk Menciptakan Dunia Bebas dari TBC @KemenkesRI 

https://t.co/N9K7Du0nqb https://t.co/4Xdk0rmfIQ";perlu komitmen kuat untuk menciptakan dunia bebas dari tbc kemenkesri conkdunqb co;['perlu', 'komitmen', 'kuat', 'untuk', 'menciptakan', 'dunia', 'bebas', 'dari', 'tbc', 'kemenkesri', 'conkdunqb', 'co'];['perlu', 'komitmen', 'kuat', 'untuk', 'menciptakan', 'dunia', 'bebas', 'dari', 'tbc', 'kemenkesri', 'conkdunqb', 'co'];perlu komitmen kuat untuk menciptakan dunia bebas dari tbc kemenkesri conkdunqb co;perlu komitmen kuat untuk menciptakan dunia bebas dari tbc kemenkesri conkdunqb co;perlu komitmen kuat cipta dunia bebas tbc kemenkesri conkdunqb co
120;120;120.0;@ttpjlstr Aamiin, semoga bapak lekas pulih ya. Semangat 💙;ttpjlstr aamiin semoga bapak lekas pulih ya semangat;['ttpjlstr', 'aamiin', 'semoga', 'bapak', 'lekas', 'pulih', 'ya', 'semangat'];['ttpjlstr', 'aamiin', 'semoga', 'bapak', 'lekas', 'pulih', 'ya', 'semangat'];ttpjlstr aamiin semoga bapak lekas pulih ya semangat;ttpjlstr aamiin semoga bapak lekas pulih ya semangat;ttpjlstr aamiin moga bapak lekas pulih semangat
